State,Year,Estimate (%)
Connecticut,2019-20,53.2
Delaware,2019-20,42
District of Columbia,2019-20,NR †
Florida,2019-20,29.3
Georgia,2019-20,41.2
Hawaii,2019-20,44
Idaho,2019-20,39.5
Illinois,2019-20,41.1
Indiana,2019-20,44.6
Iowa,2019-20,49.6
Kansas,2019-20,47.9
Kentucky,2019-20,48.9
Louisiana,2019-20,36.3
Maine,2019-20,45.7
Maryland,2019-20,48.9
Massachusetts,2019-20,49.4
Michigan,2019-20,38.3
Minnesota,2019-20,50.4
Mississippi,2019-20,42.9
Missouri,2019-20,49.3
Montana,2019-20,48.5
Nebraska,2019-20,46.4
Nevada,2019-20,35.6
New Hampshire,2019-20,53.1
New Jersey,2019-20,36
New Mexico,2019-20,51.7
New York,2019-20,48.5
North Carolina,2019-20,44.6
North Dakota,2019-20,48.7
Ohio,2019-20,40.8
Oklahoma,2019-20,46.9
Oregon,2019-20,45.5
Pennsylvania,2019-20,50.2
United States,2019-20,43.8
Region 1,2019-20,50.6
Region 2,2019-20,44.3
Region 3,2019-20,48
Region 4,2019-20,38.5
Region 5,2019-20,42
Region 6,2019-20,42.5
Region 7,2019-20,49
Region 8,2019-20,49.1
Region 9,2019-20,44.8
Rhode Island,2019-20,46.6
South Carolina,2019-20,31.4
South Dakota,2019-20,50.9
Tennessee,2019-20,41.1
Texas,2019-20,41.7
Region 10,2019-20,46.7
Utah,2019-20,51.6
Vermont,2019-20,60.7
Virginia,2019-20,44.6
Washington,2019-20,50
West Virginia,2019-20,46.1
Wisconsin,2019-20,44.2
Wyoming,2019-20,29
Alabama,2019-20,39.9
Alaska,2019-20,41.5
Arizona,2019-20,36.9
Arkansas,2019-20,46.7
California,2019-20,47
Colorado,2019-20,49.3
Connecticut,2019-20,54.1
Delaware,2019-20,42
District of Columbia,2019-20,NR †
Florida,2019-20,29.3
Georgia,2019-20,41.2
Hawaii,2019-20,44.3
Idaho,2019-20,39.5
Illinois,2019-20,41.1
Indiana,2019-20,44.6
Iowa,2019-20,49.6
Kansas,2019-20,47.9
Kentucky,2019-20,48.9
Louisiana,2019-20,36.3
Maine,2019-20,45.7
Maryland,2019-20,48.9
Massachusetts,2019-20,49.4
Michigan,2019-20,41
Minnesota,2019-20,51.8
Mississippi,2019-20,42.9
Missouri,2019-20,49.3
Montana,2019-20,48.5
Nebraska,2019-20,47.6
Nevada,2019-20,35.6
New Hampshire,2019-20,53.1
New Jersey,2019-20,36
New Mexico,2019-20,51.7
New York,2019-20,48.5
North Carolina,2019-20,44.6
North Dakota,2019-20,48.7
Ohio,2019-20,40.8
Oklahoma,2019-20,46.9
Oregon,2019-20,48.1
Pennsylvania,2019-20,50.2
United States,2019-20,44
Region 1,2019-20,51
Region 2,2019-20,44.3
Region 3,2019-20,48
Region 4,2019-20,38.6
Region 5,2019-20,43
Region 6,2019-20,42.5
Region 7,2019-20,49.2
Region 8,2019-20,49.4
Region 9,2019-20,44.8
Rhode Island,2019-20,46.6
South Carolina,2019-20,31.4
South Dakota,2019-20,50.9
Tennessee,2019-20,41.1
Texas,2019-20,41.7
Region 10,2019-20,47.6
Utah,2019-20,52
Vermont,2019-20,60.7
Virginia,2019-20,44.6
Washington,2019-20,50
West Virginia,2019-20,46.1
Wisconsin,2019-20,44.2
Wyoming,2019-20,29
Alabama,2019-20,39.9
Alaska,2019-20,41.5
Arizona,2019-20,36.9
Arkansas,2019-20,46.7
California,2019-20,47
Colorado,2019-20,51.7
Connecticut,2019-20,54.1
Delaware,2019-20,43.6
District of Columbia,2019-20,NR †
Florida,2019-20,29.3
Georgia,2019-20,41.2
Hawaii,2019-20,44.3
Idaho,2019-20,39.5
Illinois,2019-20,41.1
Indiana,2019-20,44.6
Iowa,2019-20,49.6
Kansas,2019-20,47.9
Kentucky,2019-20,48.9
Louisiana,2019-20,36.3
Maine,2019-20,45.7
Maryland,2019-20,48.9
